Emoji,Unicode Name,Description
🍰,Shortcake,apple dessert treat
🍰,Shortcake,strawberry dessert treat
📏,Straight Ruler,edge
🥗,Green Salad,vegan salad
🥗,Green Salad,vegan cuisine
🥗,Green Salad,potato salad
✨,Sparkles,shiny object
✨,Sparkles,virtual object
✨,Sparkles,shiny toys
✨,Sparkles,object object
🕯️,Candle,peaceful ambiance
🕯️,Candle,peaceful revolution
🕯️,Candle,peaceful peace
🚲,Bicycle,outdoor
🔒,Locked,safe
🧹,Broom,broom dust
🧹,Broom,purple dust
🧹,Broom,broomwood
🙏,Folded Hands,appreciation
📚,Books,supplies
🍦,Soft Serve,sun
🙄,Face with Rolling Eyes,annoyed
🎾,Tennis,racket court
🎾,Tennis,racketball
🎾,Tennis,high court
🧪,Test Tube,liquid tube
🧪,Test Tube,vacuum tube
🧪,Test Tube,liquid helium
🧪,Test Tube,neural tube
🥗,Green Salad,bowl salad
🥗,Green Salad,bowl iv
🥗,Green Salad,chicken salad
🍦,Soft Serve,summer
🙏,Folded Hands,prayer hands
🙏,Folded Hands,prayerbook
🙏,Folded Hands,shaking hands
🛁,Bathtub,soap
💔,Broken Heart,pain
🛳️,Passenger Ship,cruise
🕰️,Mantelpiece Clock,hour and minute
🕰️,Mantelpiece Clock,time and minute
🕰️,Mantelpiece Clock,hour and quarter
🕰️,Mantelpiece Clock,hour and half
📂,Open File Folder,office work
📂,Open File Folder,office space
📂,Open File Folder,field work
📂,Open File Folder,charity work
😂,Face with Tears of Joy,so much joy
😂,Face with Tears of Joy,so much fun
😂,Face with Tears of Joy,how much joy
😂,Face with Tears of Joy,so pure joy
🐱,Cat Face,pet
🚀,Rocket,taking off into the sky
🚀,Rocket,taking fire into the sky
🚀,Rocket,taking off from the sky
🚀,Rocket,taking off into the morning
📍,Round Pushpin,location point
📍,Round Pushpin,compass point
📍,Round Pushpin,location unknown
🗺️,World Map,locations and borders
🗺️,World Map,locations beyond borders
🗺️,World Map,locations without borders
🥳,Partying Face,celebrate always
🥳,Partying Face,not always
🥳,Partying Face,almost always
🤡,Clown Face,weird face
🤡,Clown Face,weird stuff
🤡,Clown Face,weird tales
💀,Skull,morbid humor
💀,Skull,morbidity
💀,Skull,wry humor
🧹,Broom,manual cleaning
🧹,Broom,carpet cleaning
🧹,Broom,manual gearbox
🌍,Globe Showing Europe-Africa,news earth
🌍,Globe Showing Europe-Africa,planet earth
🌍,Globe Showing Europe-Africa,newsday
🖼️,Framed Picture,home decoration
🖼️,Framed Picture,home rule
🖼️,Framed Picture,homepage
🖼️,Framed Picture,civilian decoration
🚲,Bicycle,bike cycling
🚲,Bicycle,track cycling
🚲,Bicycle,bike ride
⌚,Watch,checking the time
⌚,Watch,checking the data
⌚,Watch,by the time
⌚,Watch,checking real time
🧭,Compass,magnetic compass
🧭,Compass,magnetic resonance
🏠,House,house home
🏠,House,return home
🏠,House,housewives
🙄,Face with Rolling Eyes,sarcasm
🤣,Rolling on the Floor Laughing,hysterical
😎,Smiling Face with Sunglasses,keeping it chill
😎,Smiling Face with Sunglasses,keeping a chill
😎,Smiling Face with Sunglasses,keeping your chill
😎,Smiling Face with Sunglasses,let it chill
🔦,Flashlight,night
🧺,Basket,handle and weave
🧺,Basket,handlefoot weave
🧺,Basket,handle and pull
🧺,Basket,stitch and weave
💀,Skull,bony head
💀,Skull,bonynge
💀,Skull,bony fish
💀,Skull,sphinx head
🧺,Basket,handle
🛏️,Bed,bedroom
📑,Bookmark Tabs,tool
🗺️,World Map,explorer map
🗺️,World Map,explorer explorer
😂,Face with Tears of Joy,side splitting
😂,Face with Tears of Joy,sidewise
😂,Face with Tears of Joy,sidewind
😂,Face with Tears of Joy,orthogonal splitting
🎾,Tennis,yellow fuzzy ball
🎾,Tennis,yellow fuzzy pea
🧸,Teddy Bear,toy teddy
🧸,Teddy Bear,teddy teddy
🧸,Teddy Bear,baby teddy
😎,Smiling Face with Sunglasses,smooth vibe
😎,Smiling Face with Sunglasses,teen vibe
😎,Smiling Face with Sunglasses,dj vibe
😎,Smiling Face with Sunglasses,cool vibe
🕯️,Candle,light candle
🕯️,Candle,lightfoot
🕯️,Candle,lightwood
🚽,Toilet,sanitation toilet
🚽,Toilet,indoor toilet
🚽,Toilet,sanitation department
🚀,Rocket,sky high
🚀,Rocket,skype
🚀,Rocket,mile high
🚀,Rocket,skywalker
🌡️,Thermometer,health thermometer
🌡️,Thermometer,health matters
🌡️,Thermometer,health services
🙄,Face with Rolling Eyes,disbelief look
🙄,Face with Rolling Eyes,nice look
🙄,Face with Rolling Eyes,dirty look
🔑,Key,key access
🔑,Key,restricted access
🔑,Key,internet access
🔥,Fire,burning desire
🔥,Fire,sexual desire
🔥,Fire,burning flame
🔋,Battery,full energy cell
🔋,Battery,solar energy cell
🔋,Battery,thermal energy cell
🏀,Basketball,sports
🚲,Bicycle,two wheel transport
🚲,Bicycle,two wheel wagon
🚲,Bicycle,two rail transport
🚲,Bicycle,fixed wheel transport
💊,Pill,medical treatment
💊,Pill,surgical treatment
💊,Pill,medical ethics
🍺,Beer Mug,cold beer
🍺,Beer Mug,coldplay
🎁,Wrapped Gift,surprise for you
🎁,Wrapped Gift,surprise to you
🎁,Wrapped Gift,lucky for you
☕,Hot Beverage,liquid
🚽,Toilet,porcelain
✈️,Airplane,international airplane
✈️,Airplane,cessna airplane
✈️,Airplane,boeing airplane
✈️,Airplane,international airport
🥗,Green Salad,green
🖋️,Fountain Pen,writing pen
🖋️,Fountain Pen,writing notes
🖋️,Fountain Pen,writing competitions
🪒,Razor,razor
📏,Straight Ruler,ruler construction
📏,Straight Ruler,under construction
🛳️,Passenger Ship,ship
🐱,Cat Face,curious kitten
🐱,Cat Face,curious creatures
🐱,Cat Face,bubble kitten
🎁,Wrapped Gift,wrapped present
🎁,Wrapped Gift,at present
🎁,Wrapped Gift,wrapped up
🐶,Dog Face,friend puppy
🐶,Dog Face,friendlies
📈,Chart Increasing,success chart
📈,Chart Increasing,singles chart
📈,Chart Increasing,depth chart
🥳,Partying Face,happy birthday party
🥳,Partying Face,happy birthday celebration
🥳,Partying Face,happy christmas party
🤡,Clown Face,funny face
🧸,Teddy Bear,teddy cuddly
🧸,Teddy Bear,teddy bear
🧸,Teddy Bear,john cuddly
🧸,Teddy Bear,teddy wilson
📡,Satellite Antenna,space antenna
📡,Satellite Antenna,space shuttle
📡,Satellite Antenna,directional antenna
📑,Bookmark Tabs,page
🚀,Rocket,speed
🍕,Pizza,pepperoni pizza
🍕,Pizza,big pizza
🍕,Pizza,pepperonilla
🔬,Microscope,tool
📚,Books,research
⌛,Hourglass Done,glass
🧪,Test Tube,chemicals
🧪,Test Tube,lab worker
🧪,Test Tube,migrant worker
🧪,Test Tube,postal worker
🧺,Basket,basket laundry
🧺,Basket,basket ball
🧺,Basket,basketball
💡,Light Bulb,brilliant bulb
💡,Light Bulb,flowering bulb
🛁,Bathtub,bathtub bathroom
🛁,Bathtub,bathroom bathroom
🛁,Bathtub,bathtub bath
🎁,Wrapped Gift,offering
📍,Round Pushpin,spot
🚂,Locomotive,locomotive train
🚂,Locomotive,locomotive builder
🚂,Locomotive,passenger train
🚂,Locomotive,express train
🍦,Soft Serve,ice cream
🍦,Soft Serve,icebreaker
🍦,Soft Serve,coconut cream
🍦,Soft Serve,ice hockey
🐶,Dog Face,furry animal companion
🐶,Dog Face,furry animal rescue
🐶,Dog Face,bbc animal companion
🐶,Dog Face,furry animal show
🎁,Wrapped Gift,present gift
🎁,Wrapped Gift,wedding gift
🎁,Wrapped Gift,present incumbent
🔦,Flashlight,flashlight camping
🔦,Flashlight,flashlight beam
🛏️,Bed,dreaming in bed
🛏️,Bed,dreaming on bed
🛏️,Bed,dreaming in dreams
😭,Loudly Crying Face,so depressed
😭,Loudly Crying Face,sometimes depressed
😭,Loudly Crying Face,socially depressed
😭,Loudly Crying Face,highly depressed
🐶,Dog Face,companion
🔨,Hammer,construction hammer
🔨,Hammer,construction schedule
🕯️,Candle,warm light
🕯️,Candle,warm summers
🕯️,Candle,guiding light
🕯️,Candle,artificial light
📱,Mobile Phone,smartphone mobile
📱,Mobile Phone,virgin mobile
📱,Mobile Phone,google mobile
💀,Skull,end of my life
💀,Skull,end is my life
💀,Skull,stories of my life
💀,Skull,end of my journey
📂,Open File Folder,documents folder
📂,Open File Folder,documents online
😴,Sleeping Face,drifting
😎,Smiling Face with Sunglasses,trendy vibes
😎,Smiling Face with Sunglasses,cool vibes
😎,Smiling Face with Sunglasses,trendy boutique
😎,Smiling Face with Sunglasses,bad vibes
🤔,Thinking Face,deep reflection
🤔,Thinking Face,mirror reflection
🤔,Thinking Face,self reflection
🤔,Thinking Face,deep purple
🐶,Dog Face,love for animals
🐶,Dog Face,love for me
🐶,Dog Face,caring for animals
🐶,Dog Face,love loves animals
📑,Bookmark Tabs,marking tabs
📑,Bookmark Tabs,vertical tabs
📑,Bookmark Tabs,the tabs
🤡,Clown Face,silly face
🤡,Clown Face,silly tales
🧪,Test Tube,liquid chemicals
🧪,Test Tube,liquid crystals
🧪,Test Tube,dow chemicals
👍,Thumbs Up,okay then
👍,Thumbs Up,but then
👍,Thumbs Up,since then
😎,Smiling Face with Sunglasses,cool as ice
😎,Smiling Face with Sunglasses,cool vanilla ice
😎,Smiling Face with Sunglasses,cool as rain
⌚,Watch,ticking watch
⌚,Watch,ticking clock
⌚,Watch,facebook watch
🤣,Rolling on the Floor Laughing,losing it
🤣,Rolling on the Floor Laughing,losing percentage
🤣,Rolling on the Floor Laughing,make it
💰,Money Bag,currency
🧼,Soap,soap bubbles
🧼,Soap,soap opera
🧼,Soap,jelly bubbles
🐱,Cat Face,cat face
🐱,Cat Face,smiley face
🐱,Cat Face,poker face
🏮,Red Paper Lantern,asian lantern
🏮,Red Paper Lantern,asian championships
🏮,Red Paper Lantern,green lantern
🌈,Rainbow,color spectrum
🌈,Rainbow,color palette
🌈,Rainbow,color scheme
🌈,Rainbow,broad spectrum
🛳️,Passenger Ship,boat vacation
🛳️,Passenger Ship,boat racing
🛳️,Passenger Ship,summer vacation
🛳️,Passenger Ship,holiday vacation
🖼️,Framed Picture,wall art
🖼️,Framed Picture,wall street
🥪,Sandwich,sandwich cheese
🥪,Sandwich,goat cheese
🥪,Sandwich,cottage cheese
📱,Mobile Phone,usage
📚,Books,piles books
📚,Books,pilestone
💰,Money Bag,coins bag
💰,Money Bag,coinstone
💰,Money Bag,paper bag
🍕,Pizza,tomato sauce and crust
🍕,Pizza,tomato juice and crust
🍕,Pizza,spaghetti sauce and crust
🍕,Pizza,tomato sauce or crust
☕,Hot Beverage,warm hot
☕,Hot Beverage,warm weather
☕,Hot Beverage,blazing hot
☕,Hot Beverage,warm summers
🎁,Wrapped Gift,gift package
🎁,Wrapped Gift,software package
🎁,Wrapped Gift,dvd package
🎁,Wrapped Gift,gift shop
🧹,Broom,broom sweeping
🧹,Broom,snow sweeping
🔔,Bell,bell dinner
🔔,Bell,bellows
🔔,Bell,thanksgiving dinner
🔔,Bell,bellflower
🥳,Partying Face,birthday joy
🥳,Partying Face,sweet joy
🥳,Partying Face,dear joy
🥳,Partying Face,birthday celebration
🧭,Compass,guide
🗺️,World Map,continents and oceans
🗺️,World Map,rivers and oceans
🗺️,World Map,seas and oceans
👍,Thumbs Up,approve
🏮,Red Paper Lantern,lantern
🖼️,Framed Picture,decor
🧬,DNA,ancestry dna
🧬,DNA,fetal dna
🧬,DNA,ancestry index
🧬,DNA,viral dna
🚀,Rocket,engine power start
🚀,Rocket,engine powertrain
🚀,Rocket,engine power unit
🚀,Rocket,electric power start
🤡,Clown Face,making mockery
🤡,Clown Face,making noise
🤡,Clown Face,making noises
🤡,Clown Face,verbal mockery
🧭,Compass,explorer's kit
🧭,Compass,explorer's handbook
🧭,Compass,explorer's digest
🧭,Compass,explorer's guide
🍰,Shortcake,piece
🧼,Soap,supply
🔥,Fire,hot girl summer
🔥,Fire,hot girl magazine
🔥,Fire,bad girl summer
🔥,Fire,hot summer summer
🥪,Sandwich,tasty sandwich
🥪,Sandwich,tasty sauce
🥪,Sandwich,egg sandwich
💀,Skull,feeling extremely tired
💀,Skull,and extremely tired
💀,Skull,feeling extremely lonely
💊,Pill,advice
🕰️,Mantelpiece Clock,shelf ornament
🕰️,Mantelpiece Clock,bronze ornament
🕰️,Mantelpiece Clock,shelford
🕰️,Mantelpiece Clock,floral ornament
📑,Bookmark Tabs,document bookmark
📑,Bookmark Tabs,google bookmark
📑,Bookmark Tabs,digital bookmark
📑,Bookmark Tabs,document analysis
📑,Bookmark Tabs,document organization
🍦,Soft Serve,white swirl
🍦,Soft Serve,dragon swirl
🍦,Soft Serve,white oak
❤️,Red Heart,loving life
❤️,Red Heart,real life
❤️,Red Heart,loving hearts
🔬,Microscope,biology microscope
🔬,Microscope,biology abstracts
🔬,Microscope,electron microscope
🪒,Razor,razor shaving
🪒,Razor,razorfish
🪒,Razor,razorback
🪒,Razor,spray shaving
✨,Sparkles,prestige and high quality
✨,Sparkles,prestige and high prestige
✨,Sparkles,quality and high quality
✨,Sparkles,prestige and quality quality
🪒,Razor,razor tool
🪒,Razor,mapping tool
🪒,Razor,learning tool
🤣,Rolling on the Floor Laughing,joy
🔦,Flashlight,flashlight torch
🔦,Flashlight,silver torch
📸,Camera with Flash,photos
🔦,Flashlight,flashlight search
🔦,Flashlight,internet search
🔦,Flashlight,google search
🏮,Red Paper Lantern,soft glow
🏮,Red Paper Lantern,purple glow
🏮,Red Paper Lantern,softwood
🧸,Teddy Bear,bear toy
🧸,Teddy Bear,toy toy
🧸,Teddy Bear,bear paw
🧸,Teddy Bear,plush toy
🧪,Test Tube,laboratory
🍦,Soft Serve,sweet treat
🍦,Soft Serve,good treat
🍦,Soft Serve,sweet dreams
🍦,Soft Serve,quick treat
💰,Money Bag,wealthy
📈,Chart Increasing,profits
🚗,Automobile,driving
📏,Straight Ruler,straight edge line
📏,Straight Ruler,straight edge curve
📏,Straight Ruler,outer edge line
🎈,Balloon,celebration symbol
🎈,Balloon,celebration day
🎈,Balloon,infinity symbol
🍎,Red Apple,teacher apple
🍎,Red Apple,teacher training
🍎,Red Apple,big apple
🚽,Toilet,flushing water
🚽,Toilet,flushing creek
🚽,Toilet,drinking water
🎈,Balloon,balloon flying
🎈,Balloon,kite flying
🎈,Balloon,hang flying
🍔,Hamburger,dinner
🐶,Dog Face,dog companion
🐶,Dog Face,planetary companion
🐶,Dog Face,doghouse
📸,Camera with Flash,professional photographer
📸,Camera with Flash,professional golfer
📸,Camera with Flash,amateur photographer
🙏,Folded Hands,blessed life
🙏,Folded Hands,blessed mary
🙏,Folded Hands,blessed virgin
🛁,Bathtub,bathtub tub
🛁,Bathtub,bath tub
☕,Hot Beverage,coffee hot
☕,Hot Beverage,coffee house
☕,Hot Beverage,coffee shop
😭,Loudly Crying Face,tragic loss
😭,Loudly Crying Face,shootout loss
😭,Loudly Crying Face,tragically
🥳,Partying Face,festive
📱,Mobile Phone,tool phone
📱,Mobile Phone,toolbox
📱,Mobile Phone,cell phone
🕯️,Candle,light
🥗,Green Salad,salad lettuce
🥗,Green Salad,sweet lettuce
🥗,Green Salad,green lettuce
😍,Smiling Face with Heart-Eyes,loving what i see
😍,Smiling Face with Heart-Eyes,loving what you see
😍,Smiling Face with Heart-Eyes,do what i see
😍,Smiling Face with Heart-Eyes,know what i see
🙄,Face with Rolling Eyes,unimpressed
🏀,Basketball,life
🚂,Locomotive,passengers
❤️,Red Heart,heart emoji
❤️,Red Heart,hyundai emoji
❤️,Red Heart,nissan emoji
🐶,Dog Face,dog face
🐶,Dog Face,dogfight
🐶,Dog Face,poker face
⚽,Soccer Ball,professional soccer
⚽,Soccer Ball,professional tennis
⚽,Soccer Ball,indoor soccer
⚽,Soccer Ball,professional golfer
🍰,Shortcake,sweets cake
🍰,Shortcake,sweetshop
🍰,Shortcake,chocolate cake
✈️,Airplane,taking a flight
✈️,Airplane,taking a picture
✈️,Airplane,taking a chance
🏀,Basketball,net
🔑,Key,opening a lock
🔑,Key,opening gate lock
🔑,Key,opening a window
🪒,Razor,shave face
🪒,Razor,shavers
🎁,Wrapped Gift,gift ribbon
🎁,Wrapped Gift,gift box
🎁,Wrapped Gift,blue ribbon
🍦,Soft Serve,cooling down with sugar
🍦,Soft Serve,cooling down with heat
🍦,Soft Serve,cooling down refined sugar
🍦,Soft Serve,cooling soda with sugar
📓,Notebook,notebook journal
📓,Notebook,physics journal
📓,Notebook,medical journal
📓,Notebook,notebook pages
💡,Light Bulb,electric
⚽,Soccer Ball,professional
🐱,Cat Face,fluffy kitten whiskers
🐱,Cat Face,fluffy tail whiskers
🐱,Cat Face,fluffy bunny whiskers
🐱,Cat Face,fat kitten whiskers
❄️,Snowflake,outdoor
🏠,House,house roof
🏠,House,gable roof
🏠,House,housewife
💡,Light Bulb,thinking
📍,Round Pushpin,mark
😭,Loudly Crying Face,loud sobbing
😭,Loudly Crying Face,slow sobbing
😭,Loudly Crying Face,loud noises
😭,Loudly Crying Face,loudmouth
💰,Money Bag,money cash
💰,Money Bag,johnny cash
💰,Money Bag,money laundering
❤️,Red Heart,heart of gold
❤️,Red Heart,heart is gold
❤️,Red Heart,heartfelt gold
❤️,Red Heart,heart sings gold
🌡️,Thermometer,glass tube measure
🌡️,Thermometer,glass height measure
🌡️,Thermometer,glass tubework
🌡️,Thermometer,glass tube design
⌚,Watch,watch seconds
⌚,Watch,90 seconds
⌚,Watch,watchlist
🛁,Bathtub,water
😭,Loudly Crying Face,i am devastated
😭,Loudly Crying Face,i was devastated
😭,Loudly Crying Face,11 am devastated
😭,Loudly Crying Face,i am dying
⚽,Soccer Ball,football ball
⚽,Soccer Ball,football league
⚽,Soccer Ball,cue ball
⚽,Soccer Ball,football association
💊,Pill,pill healthcare
💊,Pill,meridian healthcare
💊,Pill,heartland healthcare
💊,Pill,pillay
🍦,Soft Serve,vanilla dessert
🍦,Soft Serve,sweet dessert
🍦,Soft Serve,vanilla express
🍦,Soft Serve,apple dessert
🧹,Broom,witch
🚲,Bicycle,bike outdoor
🚲,Bicycle,ladies outdoor
💊,Pill,health and wellness
💊,Pill,nutrition and wellness
💊,Pill,health and nutrition
💊,Pill,health care wellness
😍,Smiling Face with Heart-Eyes,heart shaped eyes
😍,Smiling Face with Heart-Eyes,heart shaped heart
😍,Smiling Face with Heart-Eyes,almond shaped eyes
🚪,Door,door house
🚪,Door,fisher house
🚪,Door,door opens
☀️,Sun,sunrise sun
☀️,Sun,sunrise sunrise
☀️,Sun,midnight sun
📍,Round Pushpin,found spot
📍,Round Pushpin,found here
📍,Round Pushpin,penalty spot
📍,Round Pushpin,blind spot
⌛,Hourglass Done,end time
⌛,Hourglass Done,prime time
⌛,Hourglass Done,end result
🍦,Soft Serve,dairy
🔬,Microscope,lens
📈,Chart Increasing,heights
